74,85,123,0
73,84,122,0
72,83,121,0
70,81,119,0
70,81,119,0
69,80,118,0
70,81,119,0
70,81,119,0
76,87,125,0
76,87,125,0
77,88,126,0
77,88,126,0
77,88,126,0
78,89,127,0
77,85,125,0
78,86,126,0
78,86,126,0
77,85,125,0
76,84,124,0
77,85,125,0
80,88,128,0
83,91,131,0
83,91,131,0
84,92,132,0
84,92,132,0
83,91,131,0
80,88,128,0
78,86,126,0
78,86,126,0
79,87,127,0
78,86,126,0
79,87,127,0
81,89,129,0
82,90,130,0
83,91,131,0
82,90,130,0
81,89,129,0
81,89,129,0
84,92,132,0
81,89,129,0
79,87,127,0
79,87,127,0
82,90,130,0
83,91,131,0
82,90,130,0
78,88,128,0
79,89,129,0
78,90,130,0
79,91,131,0
80,92,132,0
80,92,132,0
80,92,132,0
80,92,132,0
79,91,131,0
83,95,135,0
82,94,134,0
81,93,133,0
80,92,132,0
78,90,130,0
77,89,129,0
76,88,128,0
73,88,127,0
75,90,129,0
75,90,129,0
78,88,128,0
79,87,127,0
80,86,129,0
78,85,128,0
75,84,128,0
69,85,128,0
61,82,127,0
152,179,223,0
144,176,219,0
146,180,223,0
156,185,230,0
164,190,236,0
165,189,235,0
168,190,238,0
168,189,244,0
170,190,247,0
175,195,250,0
180,201,253,0
187,203,255,0
192,207,255,0
194,208,255,0
196,209,253,0
205,214,255,0
206,215,253,0
207,215,252,0
210,217,250,0
215,217,251,0
217,220,251,0
220,222,252,0
221,224,255,0
222,228,255,0
218,226,255,0
215,223,255,0
213,221,255,0
211,219,255,0
210,218,255,0
211,219,255,0
211,219,255,0
210,218,255,0
211,219,255,0
211,219,255,0
211,219,255,0
211,219,255,0
210,218,255,0
209,217,254,0
207,216,253,0
208,218,252,0
206,218,252,0
206,218,252,0
206,218,252,0
206,218,254,0
206,218,254,0
206,217,255,0
206,217,255,0
209,220,255,0
208,219,255,0
208,218,255,0
207,217,255,0
206,216,255,0
205,215,255,0
204,214,254,0
203,213,253,0
205,213,253,0
206,214,254,0
206,214,254,0
207,215,255,0
208,216,255,0
208,216,255,0
209,217,255,0
209,217,255,0
200,208,248,0
204,212,252,0
207,215,255,0
209,217,255,0
208,216,255,0
207,215,255,0
207,215,255,0
207,216,254,0
207,219,253,0
208,221,253,0
209,221,255,0
209,221,255,0
208,220,254,0
207,219,253,0
205,217,253,0
204,216,252,0
204,215,253,0
203,214,252,0
202,212,252,0
201,211,251,0
201,210,253,0
201,210,253,0
201,210,253,0
202,211,254,0
202,212,252,0
202,212,252,0
203,213,253,0
203,213,253,0
203,213,253,0
204,214,254,0
204,214,254,0
204,214,254,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
196,207,251,0
195,206,250,0
194,205,249,0
194,205,249,0
194,205,249,0
70,81,119,0
70,81,119,0
70,81,119,0
71,82,120,0
71,82,120,0
72,83,121,0
73,84,122,0
74,85,123,0
74,85,123,0
74,85,123,0
74,85,123,0
75,86,124,0
75,86,124,0
76,87,125,0
76,87,125,0
76,87,125,0
77,85,125,0
78,86,126,0
78,86,126,0
77,85,125,0
75,83,123,0
76,84,124,0
78,86,126,0
81,89,129,0
83,91,131,0
85,93,133,0
85,93,133,0
85,93,133,0
83,91,131,0
82,90,130,0
83,91,131,0
84,92,132,0
80,88,128,0
81,89,129,0
82,90,130,0
84,92,132,0
84,92,132,0
84,92,132,0
83,91,131,0
82,90,130,0
84,92,132,0
81,89,129,0
79,87,127,0
79,87,127,0
82,90,130,0
83,91,131,0
82,90,130,0
78,88,128,0
81,91,131,0
80,92,132,0
81,93,133,0
81,93,133,0
81,93,133,0
81,93,133,0
80,92,132,0
79,91,131,0
81,93,133,0
80,92,132,0
80,92,132,0
79,91,131,0
79,91,131,0
78,90,130,0
78,90,130,0
75,90,129,0
75,90,129,0
75,90,129,0
78,88,128,0
79,87,127,0
80,86,129,0
78,85,128,0
75,84,128,0
69,85,128,0
63,84,129,0
153,180,224,0
146,178,221,0
150,182,225,0
157,186,231,0
164,190,236,0
166,189,235,0
168,190,238,0
171,192,244,0
173,193,248,0
177,197,252,0
183,201,254,0
188,205,255,0
193,208,255,0
195,210,255,0
197,210,254,0
204,213,255,0
208,217,255,0
212,220,255,0
217,223,255,0
221,226,255,0
223,226,255,0
224,226,255,0
222,225,255,0
212,218,253,0
209,217,254,0
208,216,253,0
207,215,252,0
206,214,251,0
206,214,251,0
206,214,251,0
206,214,251,0
214,222,255,0
214,222,255,0
214,222,255,0
212,220,255,0
211,219,255,0
209,217,254,0
208,216,253,0
206,215,252,0
207,217,251,0
206,218,252,0
206,218,252,0
206,218,252,0
206,218,254,0
206,218,254,0
206,217,255,0
207,218,255,0
206,217,255,0
206,217,255,0
206,216,255,0
205,215,255,0
204,214,254,0
204,214,254,0
203,213,253,0
203,213,253,0
203,211,251,0
203,211,251,0
203,211,251,0
204,212,252,0
204,212,252,0
204,212,252,0
205,213,253,0
205,213,253,0
201,209,249,0
204,212,252,0
208,216,255,0
209,217,255,0
208,216,255,0
207,215,255,0
207,215,255,0
208,217,255,0
206,218,252,0
207,220,252,0
208,220,254,0
208,220,254,0
208,220,254,0
207,219,253,0
206,218,254,0
205,217,253,0
204,215,253,0
204,215,253,0
203,213,253,0
202,212,252,0
202,211,254,0
202,211,254,0
202,211,254,0
202,211,254,0
204,214,254,0
204,214,254,0
204,214,254,0
203,213,253,0
202,212,252,0
202,212,252,0
202,212,252,0
201,211,251,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
202,212,252,0
200,211,255,0
199,210,254,0
199,210,254,0
198,209,253,0
198,209,253,0
71,82,120,0
71,82,120,0
71,82,120,0
72,83,121,0
73,84,122,0
74,85,123,0
74,85,123,0
74,85,123,0
71,82,120,0
72,83,121,0
72,83,121,0
72,83,121,0
73,84,122,0
73,84,122,0
73,84,122,0
74,85,123,0
76,84,124,0
77,85,125,0
78,86,126,0
76,84,124,0
74,82,122,0
74,82,122,0
76,84,124,0
78,86,126,0
81,89,129,0
82,90,130,0
84,92,132,0
84,92,132,0
83,91,131,0
82,90,130,0
84,92,132,0
86,94,134,0
82,90,130,0
83,91,131,0
84,92,132,0
85,93,133,0
85,93,133,0
85,93,133,0
84,92,132,0
84,92,132,0
82,90,130,0
81,89,129,0
79,87,127,0
79,87,127,0
81,89,129,0
82,90,130,0
81,89,129,0
79,89,129,0
83,93,133,0
81,93,133,0
82,94,134,0
82,94,134,0
82,94,134,0
81,93,133,0
80,92,132,0
80,92,132,0
79,91,131,0
79,91,131,0
79,91,131,0
79,91,131,0
79,91,131,0
79,91,131,0
79,91,131,0
77,92,131,0
75,90,129,0
75,90,129,0
78,88,128,0
79,87,127,0
80,86,129,0
79,85,128,0
75,84,128,0
69,85,128,0
65,86,131,0
158,183,227,0
151,180,225,0
153,184,229,0
158,187,232,0
166,190,236,0
168,188,236,0
170,190,238,0
173,191,244,0
175,193,246,0
179,197,250,0
185,202,253,0
188,205,254,0
192,208,255,0
194,209,255,0
196,209,253,0
203,212,255,0
208,217,255,0
215,223,255,0
221,227,255,0
225,230,255,0
223,228,255,0
222,225,255,0
218,223,255,0
209,215,250,0
208,216,253,0
209,217,254,0
209,217,254,0
209,217,254,0
